UserID,DateOnly,TimeOnly,WeightKg,BMI
8877689391,2016-04-29,06:49:55,84.9000015258789,25.4099998474121
8877689391,2016-04-30,07:49:03,85.5,25.5900001525879
8877689391,2016-05-01,08:47:49,85.3000030517578,25.5300006866455
8877689391,2016-05-03,06:49:41,84.9000015258789,25.4099998474121
8877689391,2016-05-04,06:48:22,84.4000015258789,25.2600002288818
8877689391,2016-05-06,06:43:35,85.0,25.4400005340576
8877689391,2016-05-08,07:35:53,85.4000015258789,25.5599994659424
8877689391,2016-05-09,06:39:44,85.5,25.6100006103516
8877689391,2016-05-11,06:51:47,85.4000015258789,25.5599994659424
8877689391,2016-05-12,06:42:53,84.0,25.1399993896484
